model,input_dim,hidden_dim,num_layers,activation,precision,operator,mode,time,value,mse,baseline_f_time,baseline_grad_time,framework
MLP,3,64,4,tanh,float32,laplacian,reverse_reverse,0.0133265654246012,-0.0101188579574227,0.0,0.0234785079956054,0.0129086971282958,pytorch
MLP,3,64,4,tanh,float32,laplacian,reverse_forward,0.0015740394592285,-0.0101188579574227,0.0,0.0234785079956054,0.0129086971282958,pytorch
MLP,3,64,4,tanh,float32,laplacian,forward_forward,0.0024754206339518,-0.0101188579574227,0.0,0.0234785079956054,0.0129086971282958,pytorch
MLP,3,64,4,tanh,float32,laplacian,forward_reverse,0.0023321310679117,-0.0101188579574227,0.0,0.0234785079956054,0.0129086971282958,pytorch
MLP,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.0181109110514322,0.0050634127110242,0.0,0.0003333091735839,0.0003321965535481,pytorch
MLP,3,64,4,tanh,float32,biharmonic,reverse_forward,0.0194560686747233,0.0050634127110242,0.0,0.0003333091735839,0.0003321965535481,pytorch
MLP,3,64,4,tanh,float32,biharmonic,forward_forward,0.0275085767110188,0.0050634075887501,2.623769257414921e-17,0.0003333091735839,0.0003321965535481,pytorch
MLP,3,64,4,tanh,float32,biharmonic,forward_reverse,0.025649070739746,0.0050634075887501,2.623769257414921e-17,0.0003333091735839,0.0003321965535481,pytorch
MLP,3,64,4,relu,float32,laplacian,reverse_reverse,0.0020057360331217,0.0,0.0,0.003334363301595,0.0010005633036295,pytorch
MLP,3,64,4,relu,float32,laplacian,reverse_forward,0.0011695226033528,0.0,0.0,0.003334363301595,0.0010005633036295,pytorch
MLP,3,64,4,relu,float32,laplacian,forward_forward,0.002012809117635,0.0,0.0,0.003334363301595,0.0010005633036295,pytorch
MLP,3,64,4,relu,float32,laplacian,forward_reverse,0.0021678606669108,0.0,0.0,0.003334363301595,0.0010005633036295,pytorch
MLP,3,64,4,relu,float32,biharmonic,reverse_reverse,0.0027056535085042,0.0,0.0,0.0,0.000319480895996,pytorch
MLP,3,64,4,relu,float32,biharmonic,reverse_forward,0.0028802553812662,0.0,0.0,0.0,0.000319480895996,pytorch
MLP,3,64,4,relu,float32,biharmonic,forward_forward,0.0050106048583984,0.0,0.0,0.0,0.000319480895996,pytorch
MLP,3,64,4,relu,float32,biharmonic,forward_reverse,0.0055259068806966,0.0,0.0,0.0,0.000319480895996,pytorch
MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.0043428738911946,0.0370810963213443,0.0,0.0003323554992675,0.0003332297007242,pytorch
MLP,10,64,4,tanh,float32,laplacian,reverse_forward,0.0042040348052978,0.0370810963213443,0.0,0.0003323554992675,0.0003332297007242,pytorch
MLP,10,64,4,tanh,float32,laplacian,forward_forward,0.0088654359181722,0.0370810963213443,0.0,0.0003323554992675,0.0003332297007242,pytorch
MLP,10,64,4,tanh,float32,laplacian,forward_reverse,0.0077120463053385,0.0370810963213443,0.0,0.0003323554992675,0.0003332297007242,pytorch
MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.1911762555440267,0.0008407293353229,0.0,0.0009868144989013,0.0,pytorch
MLP,10,64,4,tanh,float32,biharmonic,reverse_forward,0.1771448453267415,0.0008407293353229,0.0,0.0009868144989013,0.0,pytorch
MLP,10,64,4,tanh,float32,biharmonic,forward_forward,0.2476015090942382,0.0008407218847423,5.551115123125783e-17,0.0009868144989013,0.0,pytorch
MLP,10,64,4,tanh,float32,biharmonic,forward_reverse,0.2542068163553874,0.0008407218847423,5.551115123125783e-17,0.0009868144989013,0.0,pytorch
MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.0036735534667968,0.0,0.0,0.0003333886464436,0.0003333091735839,pytorch
MLP,10,64,4,relu,float32,laplacian,reverse_forward,0.0035123825073242,0.0,0.0,0.0003333886464436,0.0003333091735839,pytorch
MLP,10,64,4,relu,float32,laplacian,forward_forward,0.0071778297424316,0.0,0.0,0.0003333886464436,0.0003333091735839,pytorch
MLP,10,64,4,relu,float32,laplacian,forward_reverse,0.0073420206705729,0.0,0.0,0.0003333886464436,0.0003333091735839,pytorch
MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.0085148811340332,0.0,0.0,0.0005018711090087,0.0001684029897054,pytorch
MLP,10,64,4,relu,float32,biharmonic,reverse_forward,0.008686621983846,0.0,0.0,0.0005018711090087,0.0001684029897054,pytorch
MLP,10,64,4,relu,float32,biharmonic,forward_forward,0.031944195429484,0.0,0.0,0.0005018711090087,0.0001684029897054,pytorch
MLP,10,64,4,relu,float32,biharmonic,forward_reverse,0.0347837607065836,0.0,0.0,0.0005018711090087,0.0001684029897054,pytorch
MLP,50,64,4,tanh,float32,laplacian,reverse_reverse,0.0231375694274902,0.0003484994231257,0.0,0.0003498395284016,0.0,pytorch
MLP,50,64,4,tanh,float32,laplacian,reverse_forward,0.0237857500712076,0.0003484994231257,0.0,0.0003498395284016,0.0,pytorch
MLP,50,64,4,tanh,float32,laplacian,forward_forward,0.0447917779286702,0.0003484994231257,0.0,0.0003498395284016,0.0,pytorch
MLP,50,64,4,tanh,float32,laplacian,forward_reverse,0.0419468879699707,0.0003484994231257,0.0,0.0003498395284016,0.0,pytorch
MLP,50,64,4,tanh,float32,biharmonic,reverse_reverse,4.286961237589519,0.0980090945959091,0.0,0.0003356138865152,0.0,pytorch
MLP,50,64,4,tanh,float32,biharmonic,reverse_forward,5.268194357554118,0.0980090945959091,0.0,0.0003356138865152,0.0,pytorch
MLP,50,64,4,tanh,float32,biharmonic,forward_forward,8.622005621592203,0.0980091020464897,5.551115123125783e-17,0.0003356138865152,0.0,pytorch
MLP,50,64,4,tanh,float32,biharmonic,forward_reverse,8.620690743128458,0.0980091020464897,5.551115123125783e-17,0.0003356138865152,0.0,pytorch
MLP,50,64,4,relu,float32,laplacian,reverse_reverse,0.0190465450286865,0.0,0.0,0.0024499893188476,0.0013371308644612,pytorch
MLP,50,64,4,relu,float32,laplacian,reverse_forward,0.0179255803426106,0.0,0.0,0.0024499893188476,0.0013371308644612,pytorch
MLP,50,64,4,relu,float32,laplacian,forward_forward,0.0409200986226399,0.0,0.0,0.0024499893188476,0.0013371308644612,pytorch
MLP,50,64,4,relu,float32,laplacian,forward_reverse,0.0433923403422037,0.0,0.0,0.0024499893188476,0.0013371308644612,pytorch
MLP,50,64,4,relu,float32,biharmonic,reverse_reverse,0.048505942026774,0.0,0.0,0.0003337860107421,0.0003348986307779,pytorch
MLP,50,64,4,relu,float32,biharmonic,reverse_forward,0.0456596215565999,0.0,0.0,0.0003337860107421,0.0003348986307779,pytorch
MLP,50,64,4,relu,float32,biharmonic,forward_forward,0.8368004957834879,0.0,0.0,0.0003337860107421,0.0003348986307779,pytorch
MLP,50,64,4,relu,float32,biharmonic,forward_reverse,0.7416830857594808,0.0,0.0,0.0003337860107421,0.0003348986307779,pytorch
ResNet,3,64,4,tanh,float32,laplacian,reverse_reverse,0.0023527940114339,-0.153374582529068,0.0,0.0015529791514078,0.0012985865275065,pytorch
ResNet,3,64,4,tanh,float32,laplacian,reverse_forward,0.0021555423736572,-0.153374582529068,0.0,0.0015529791514078,0.0012985865275065,pytorch
ResNet,3,64,4,tanh,float32,laplacian,forward_forward,0.0045089721679687,-0.153374582529068,0.0,0.0015529791514078,0.0012985865275065,pytorch
ResNet,3,64,4,tanh,float32,laplacian,forward_reverse,0.0045074621836344,-0.153374582529068,0.0,0.0015529791514078,0.0012985865275065,pytorch
ResNet,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.0348572731018066,0.531214714050293,0.0,0.0003356138865152,0.0,pytorch
ResNet,3,64,4,tanh,float32,biharmonic,reverse_forward,0.0359198252360026,0.531214714050293,0.0,0.0003356138865152,0.0,pytorch
ResNet,3,64,4,tanh,float32,biharmonic,forward_forward,0.0481064319610595,0.5312146544456482,3.552713678800501e-15,0.0003356138865152,0.0,pytorch
ResNet,3,64,4,tanh,float32,biharmonic,forward_reverse,0.0506323973337809,0.5312146544456482,3.552713678800501e-15,0.0003356138865152,0.0,pytorch
ResNet,3,64,4,relu,float32,laplacian,reverse_reverse,0.0033317406972249,0.0,0.0,0.0003331502278645,0.0003339449564615,pytorch
ResNet,3,64,4,relu,float32,laplacian,reverse_forward,0.0028357505798339,0.0,0.0,0.0003331502278645,0.0003339449564615,pytorch
ResNet,3,64,4,relu,float32,laplacian,forward_forward,0.0040188630421956,0.0,0.0,0.0003331502278645,0.0003339449564615,pytorch
ResNet,3,64,4,relu,float32,laplacian,forward_reverse,0.0041716893513997,0.0,0.0,0.0003331502278645,0.0003339449564615,pytorch
ResNet,3,64,4,relu,float32,biharmonic,reverse_reverse,0.0053736368815104,0.0,0.0,0.0010012785593668,0.0,pytorch
ResNet,3,64,4,relu,float32,biharmonic,reverse_forward,0.005849281946818,0.0,0.0,0.0010012785593668,0.0,pytorch
ResNet,3,64,4,relu,float32,biharmonic,forward_forward,0.0103673934936523,0.0,0.0,0.0010012785593668,0.0,pytorch
ResNet,3,64,4,relu,float32,biharmonic,forward_reverse,0.0103687445322672,0.0,0.0,0.0010012785593668,0.0,pytorch
ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.0078469117482503,-0.0233073495328426,0.0,0.0005021095275878,0.0,pytorch
ResNet,10,64,4,tanh,float32,laplacian,reverse_forward,0.0088594754536946,-0.0233073495328426,0.0,0.0005021095275878,0.0,pytorch
ResNet,10,64,4,tanh,float32,laplacian,forward_forward,0.0145437717437744,-0.0233073495328426,0.0,0.0005021095275878,0.0,pytorch
ResNet,10,64,4,tanh,float32,laplacian,forward_reverse,0.0156218210856119,-0.0233073495328426,0.0,0.0005021095275878,0.0,pytorch
ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.3306873639424642,0.3844016492366791,0.0,0.0003329912821451,0.0,pytorch
ResNet,10,64,4,tanh,float32,biharmonic,reverse_forward,0.3270501295725505,0.3844016492366791,0.0,0.0003329912821451,0.0,pytorch
ResNet,10,64,4,tanh,float32,biharmonic,forward_forward,0.501823345820109,0.3844016194343567,8.881784197001252e-16,0.0003329912821451,0.0,pytorch
ResNet,10,64,4,tanh,float32,biharmonic,forward_reverse,0.507935365041097,0.3844016194343567,8.881784197001252e-16,0.0003329912821451,0.0,pytorch
ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.0061945915222167,0.0,0.0,0.0003324349721272,0.0003317197163899,pytorch
ResNet,10,64,4,relu,float32,laplacian,reverse_forward,0.0068248112996419,0.0,0.0,0.0003324349721272,0.0003317197163899,pytorch
ResNet,10,64,4,relu,float32,laplacian,forward_forward,0.0142015616099039,0.0,0.0,0.0003324349721272,0.0003317197163899,pytorch
ResNet,10,64,4,relu,float32,laplacian,forward_reverse,0.0140348275502522,0.0,0.0,0.0003324349721272,0.0003317197163899,pytorch
ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,0.0164132118225097,0.0,0.0,0.0003333886464436,0.0003332297007242,pytorch
ResNet,10,64,4,relu,float32,biharmonic,reverse_forward,0.017536719640096,0.0,0.0,0.0003333886464436,0.0003332297007242,pytorch
ResNet,10,64,4,relu,float32,biharmonic,forward_forward,0.0748976866404215,0.0,0.0,0.0003333886464436,0.0003332297007242,pytorch
ResNet,10,64,4,relu,float32,biharmonic,forward_reverse,0.0774593353271484,0.0,0.0,0.0003333886464436,0.0003332297007242,pytorch
ResNet,50,64,4,tanh,float32,laplacian,reverse_reverse,0.0549550851186116,-0.1492552012205124,0.0,0.0443867047627766,0.0087683995564778,pytorch
ResNet,50,64,4,tanh,float32,laplacian,reverse_forward,0.0524935722351074,-0.1492552012205124,0.0,0.0443867047627766,0.0087683995564778,pytorch
ResNet,50,64,4,tanh,float32,laplacian,forward_forward,0.0965251127878824,-0.1492552012205124,0.0,0.0443867047627766,0.0087683995564778,pytorch
ResNet,50,64,4,tanh,float32,laplacian,forward_reverse,0.1001529693603515,-0.1492552012205124,0.0,0.0443867047627766,0.0087683995564778,pytorch
ResNet,50,64,4,tanh,float32,biharmonic,reverse_reverse,11.11195158958435,0.1773961186408996,0.0,0.0006690820058186,0.0003437201182047,pytorch
ResNet,50,64,4,tanh,float32,biharmonic,reverse_forward,10.369782527287802,0.1773961186408996,0.0,0.0006690820058186,0.0003437201182047,pytorch
ResNet,50,64,4,tanh,float32,biharmonic,forward_forward,22.128871361414596,0.1773961633443832,1.9984014443252818e-15,0.0006690820058186,0.0003437201182047,pytorch
ResNet,50,64,4,tanh,float32,biharmonic,forward_reverse,28.64192255338033,0.1773961633443832,1.9984014443252818e-15,0.0006690820058186,0.0003437201182047,pytorch
ResNet,50,64,4,relu,float32,laplacian,reverse_reverse,0.0366600354512532,0.0,0.0,0.0053772131601969,0.0020017623901367,pytorch
ResNet,50,64,4,relu,float32,laplacian,reverse_forward,0.035232941309611,0.0,0.0,0.0053772131601969,0.0020017623901367,pytorch
ResNet,50,64,4,relu,float32,laplacian,forward_forward,0.0805097421010335,0.0,0.0,0.0053772131601969,0.0020017623901367,pytorch
ResNet,50,64,4,relu,float32,laplacian,forward_reverse,0.0809406439463297,0.0,0.0,0.0053772131601969,0.0020017623901367,pytorch
ResNet,50,64,4,relu,float32,biharmonic,reverse_reverse,0.0941274166107177,0.0,0.0,0.0,0.0006678104400634,pytorch
ResNet,50,64,4,relu,float32,biharmonic,reverse_forward,0.0982458591461181,0.0,0.0,0.0,0.0006678104400634,pytorch
ResNet,50,64,4,relu,float32,biharmonic,forward_forward,1.7477854092915852,0.0,0.0,0.0,0.0006678104400634,pytorch
ResNet,50,64,4,relu,float32,biharmonic,forward_reverse,1.8634732564290364,0.0,0.0,0.0,0.0006678104400634,pytorch
MLP,3,64,4,tanh,float32,laplacian,reverse_reverse,0.2980048656463623,-0.0758672878146171,0.0,,,tensorflow
MLP,3,64,4,tanh,float32,laplacian,reverse_reverse,0.2794837951660156,-0.1118136793375015,0.0,,,tensorflow
MLP,3,64,4,tanh,float32,laplacian,reverse_reverse,0.1872193813323974,0.034728042781353,0.0,,,tensorflow
MLP,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.6540563106536865,-0.6114822030067444,0.0,,,tensorflow
MLP,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.4652702808380127,0.236666053533554,0.0,,,tensorflow
MLP,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.4063889980316162,0.1113352626562118,0.0,,,tensorflow
MLP,3,64,4,relu,float32,laplacian,reverse_reverse,0.1488597393035888,0.0,0.0,,,tensorflow
MLP,3,64,4,relu,float32,laplacian,reverse_reverse,0.1138546466827392,0.0,0.0,,,tensorflow
MLP,3,64,4,relu,float32,laplacian,reverse_reverse,0.2439630031585693,0.0,0.0,,,tensorflow
MLP,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1398601531982422,0.0,0.0,,,tensorflow
MLP,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1267080307006836,0.0,0.0,,,tensorflow
MLP,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1505839824676513,0.0,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.1918630599975586,-0.3348833322525024,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.1670594215393066,0.1848663836717605,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.1819972991943359,0.397693395614624,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,2.308696746826172,-5.1948561668396,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,1.8677582740783687,1.3498995304107666,0.0,,,tensorflow
MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,2.082805156707764,2.3244376182556152,0.0,,,tensorflow
MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.1514616012573242,0.0,0.0,,,tensorflow
MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.2304248809814453,0.0,0.0,,,tensorflow
MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.1896896362304687,0.0,0.0,,,tensorflow
MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.2603676319122314,0.0,0.0,,,tensorflow
MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.3030428886413574,0.0,0.0,,,tensorflow
MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.2662868499755859,0.0,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,laplacian,reverse_reverse,0.4518380165100097,-0.2589840888977051,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,laplacian,reverse_reverse,0.5022242069244385,0.1020291447639465,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,laplacian,reverse_reverse,0.4750285148620605,0.2070424258708953,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,biharmonic,reverse_reverse,42.62511277198792,1.860018610954285,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,biharmonic,reverse_reverse,41.190531730651855,-0.9402633905410768,0.0,,,tensorflow
MLP,50,64,4,tanh,float32,biharmonic,reverse_reverse,47.23824644088745,3.983132839202881,0.0,,,tensorflow
MLP,50,64,4,relu,float32,laplacian,reverse_reverse,0.4771904945373535,0.0,0.0,,,tensorflow
MLP,50,64,4,relu,float32,laplacian,reverse_reverse,0.399712324142456,0.0,0.0,,,tensorflow
MLP,50,64,4,relu,float32,laplacian,reverse_reverse,0.399085521697998,0.0,0.0,,,tensorflow
MLP,50,64,4,relu,float32,biharmonic,reverse_reverse,1.1536359786987305,0.0,0.0,,,tensorflow
MLP,50,64,4,relu,float32,biharmonic,reverse_reverse,1.2473747730255127,0.0,0.0,,,tensorflow
MLP,50,64,4,relu,float32,biharmonic,reverse_reverse,1.1512434482574463,0.0,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,laplacian,reverse_reverse,0.1251461505889892,-3.182084798812866,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,laplacian,reverse_reverse,0.113257884979248,-0.5866537690162659,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,laplacian,reverse_reverse,0.1255209445953369,1.2787020206451416,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.6668601036071777,1.4418586492538452,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.6388900279998779,-5.85419511795044,0.0,,,tensorflow
ResNet,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.6111049652099609,-7.942668914794922,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,laplacian,reverse_reverse,0.1097769737243652,0.0,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,laplacian,reverse_reverse,0.1229555606842041,0.0,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,laplacian,reverse_reverse,0.0931062698364257,0.0,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1922197341918945,0.0,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1487064361572265,0.0,0.0,,,tensorflow
ResNet,3,64,4,relu,float32,biharmonic,reverse_reverse,0.1523280143737793,0.0,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.1570289134979248,0.3889872431755066,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.2367749214172363,-1.713679552078247,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.2195973396301269,0.6878046989440918,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,4.035199403762817,7.6782379150390625,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,5.384215354919434,-50.56640625,0.0,,,tensorflow
ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,6.261169910430908,57.530723571777344,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.2618236541748047,0.0,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.3121979236602783,0.0,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.2453393936157226,0.0,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,0.7129786014556885,0.0,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,0.6514377593994141,0.0,0.0,,,tensorflow
ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,0.5501408576965332,0.0,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,laplacian,reverse_reverse,0.9046247005462646,2.522667169570923,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,laplacian,reverse_reverse,0.9961614608764648,1.2172642946243286,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,laplacian,reverse_reverse,0.7944138050079346,0.0550001263618469,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,biharmonic,reverse_reverse,149.90970587730408,12.02827262878418,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,biharmonic,reverse_reverse,122.57942032814026,12.290216445922852,0.0,,,tensorflow
ResNet,50,64,4,tanh,float32,biharmonic,reverse_reverse,126.70087146759032,-21.09406852722168,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,laplacian,reverse_reverse,0.6209726333618164,0.0,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,laplacian,reverse_reverse,0.6030189990997314,0.0,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,laplacian,reverse_reverse,0.7005507946014404,0.0,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,biharmonic,reverse_reverse,2.151944160461426,0.0,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,biharmonic,reverse_reverse,2.043288230895996,0.0,0.0,,,tensorflow
ResNet,50,64,4,relu,float32,biharmonic,reverse_reverse,2.416158437728882,0.0,0.0,,,tensorflow
